Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId
Tengu Heavy Battle Armor [ML] (Sqd4),Tengu Heavy Battle Armor,[ML] (Sqd4),Juggernaut,17,349,BA,1,1.5,"4""j",2,2,0,0,2,2,"CAR4,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,5199
Tengu Heavy Battle Armor [ML] (Sqd5),Tengu Heavy Battle Armor,[ML] (Sqd5),Juggernaut,17,470,BA,1,1.5,"4""j",2,2,0,0,2,2,"CAR5,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,8680
Tengu Heavy Battle Armor [ML] (Sqd6),Tengu Heavy Battle Armor,[ML] (Sqd6),Juggernaut,20,604,BA,1,1.5,"4""j",3,3,0,0,2,2,"CAR6,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,9044
Tengu Heavy Battle Armor [Plasma] (Sqd4),Tengu Heavy Battle Armor,[Plasma] (Sqd4),Juggernaut,15,250,BA,1,1.5,"4""j",1,1,0,0,2,2,"CAR4,HT1/1/-,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,5204
Tengu Heavy Battle Armor [Plasma] (Sqd5),Tengu Heavy Battle Armor,[Plasma] (Sqd5),Juggernaut,15,336,BA,1,1.5,"4""j",1,1,0,0,2,2,"CAR5,HT1/1/-,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,8684
Tengu Heavy Battle Armor [Plasma] (Sqd6),Tengu Heavy Battle Armor,[Plasma] (Sqd6),Juggernaut,19,432,BA,1,1.5,"4""j",2,1,0,0,3,2,"CAR6,HT1/1/-,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,9048
Tengu Heavy Battle Armor [RL] (Sqd4),Tengu Heavy Battle Armor,[RL] (Sqd4),Ambusher,13,260,BA,1,1.5,"4""j",1,0,0,0,2,2,"CAR4,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,5200
Tengu Heavy Battle Armor [RL] (Sqd5),Tengu Heavy Battle Armor,[RL] (Sqd5),Ambusher,13,350,BA,1,1.5,"4""j",1,0,0,0,2,2,"CAR5,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,8681
Tengu Heavy Battle Armor [RL] (Sqd6),Tengu Heavy Battle Armor,[RL] (Sqd6),Ambusher,16,450,BA,1,1.5,"4""j",2,0,0,0,3,2,"CAR6,MEC",https://i.ibb.co/PZSWVGG/tengu-3075.png,9045
Thunderbird Battle Armor (Upgrade) [ER Laser] (Sqd4),Thunderbird Battle Armor (Upgrade),[ER Laser] (Sqd4),Ambusher,18,367,BA,1,1.5,"6""j",2,2,0,0,1,2,"CAR4,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,6736
Thunderbird Battle Armor (Upgrade) [ER Laser] (Sqd5),Thunderbird Battle Armor (Upgrade),[ER Laser] (Sqd5),Ambusher,21,495,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR5,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8791
Thunderbird Battle Armor (Upgrade) [ER Laser] (Sqd6),Thunderbird Battle Armor (Upgrade),[ER Laser] (Sqd6),Ambusher,24,636,BA,1,1.5,"6""j",3,3,0,0,2,2,"CAR6,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,9154
Thunderbird Battle Armor (Upgrade) [LB-X] (Sqd4),Thunderbird Battle Armor (Upgrade),[LB-X] (Sqd4),Ambusher,18,323,BA,1,1.5,"6""j",2,2,0,0,1,2,"CAR4,FLK1/1/-,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,6737
Thunderbird Battle Armor (Upgrade) [LB-X] (Sqd5),Thunderbird Battle Armor (Upgrade),[LB-X] (Sqd5),Ambusher,21,435,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR5,FLK1/1/-,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8792
Thunderbird Battle Armor (Upgrade) [LB-X] (Sqd6),Thunderbird Battle Armor (Upgrade),[LB-X] (Sqd6),Ambusher,21,560,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR6,FLK1/1/-,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,9155
Thunderbird Battle Armor (Upgrade) [Pulse Laser] (Sqd4),Thunderbird Battle Armor (Upgrade),[Pulse Laser] (Sqd4),Ambusher,18,339,BA,1,1.5,"6""j",2,2,0,0,1,2,"CAR4,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,6738
Thunderbird Battle Armor (Upgrade) [Pulse Laser] (Sqd5),Thunderbird Battle Armor (Upgrade),[Pulse Laser] (Sqd5),Ambusher,21,457,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR5,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8793
Thunderbird Battle Armor (Upgrade) [Pulse Laser] (Sqd6),Thunderbird Battle Armor (Upgrade),[Pulse Laser] (Sqd6),Ambusher,21,588,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR6,MEC,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,9156
Thunderbird Battle Armor [AP Gauss] (Sqd4),Thunderbird Battle Armor,[AP Gauss] (Sqd4),Ambusher,18,260,BA,1,1.5,"6""j",2,2,0,0,1,2,"CAR4,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,3228
Thunderbird Battle Armor [AP Gauss] (Sqd5),Thunderbird Battle Armor,[AP Gauss] (Sqd5),Ambusher,21,350,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR5,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8589
Thunderbird Battle Armor [AP Gauss] (Sqd6),Thunderbird Battle Armor,[AP Gauss] (Sqd6),Ambusher,21,450,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR6,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8953
Thunderbird Battle Armor [ER Laser] (Sqd4),Thunderbird Battle Armor,[ER Laser] (Sqd4),Ambusher,18,300,BA,1,1.5,"6""j",2,2,0,0,1,2,"CAR4,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,3229
Thunderbird Battle Armor [ER Laser] (Sqd5),Thunderbird Battle Armor,[ER Laser] (Sqd5),Ambusher,21,404,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR5,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8590
Thunderbird Battle Armor [ER Laser] (Sqd6),Thunderbird Battle Armor,[ER Laser] (Sqd6),Ambusher,24,519,BA,1,1.5,"6""j",3,3,0,0,2,2,"CAR6,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8954
Thunderbird Battle Armor [Pulse Laser] (Sqd4),Thunderbird Battle Armor,[Pulse Laser] (Sqd4),Ambusher,18,272,BA,1,1.5,"6""j",2,2,0,0,1,2,"CAR4,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,3230
Thunderbird Battle Armor [Pulse Laser] (Sqd5),Thunderbird Battle Armor,[Pulse Laser] (Sqd5),Ambusher,21,366,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR5,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8591
Thunderbird Battle Armor [Pulse Laser] (Sqd6),Thunderbird Battle Armor,[Pulse Laser] (Sqd6),Ambusher,21,471,BA,1,1.5,"6""j",2,2,0,0,2,2,"CAR6,MEC",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8955
Thunderbird II Battle Armor (Sqd4),Thunderbird II Battle Armor,(Sqd4),Ambusher,18,345,BA,1,1.5,"4""f",3,3,0,0,1,2,"CAR4,C3S,FLK1/1/-,MEC,MHQ1,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,7357
Thunderbird II Battle Armor (Sqd5),Thunderbird II Battle Armor,(Sqd5),Ambusher,21,464,BA,1,1.5,"4""f",3,3,0,0,2,2,"CAR5,C3S,FLK1/1/-,MEC,MHQ1,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,8823
Thunderbird II Battle Armor (Sqd6),Thunderbird II Battle Armor,(Sqd6),Ambusher,21,596,BA,1,1.5,"4""f",3,3,0,0,2,2,"CAR6,C3S,FLK1/1/-,MEC,MHQ1,RFA",https://i.ibb.co/VS9zz7N/thunderbird-ii-xtr.png,9186
"Undine Battle Armor ""Sebastian"" (Sqd4)",Undine Battle Armor,"""Sebastian"" (Sqd4)",Ambusher,11,229,BA,1,1.5,"2""f/6""s",2,0,0,0,1,2,"CAR4,MEC,SUBS1,UMU",https://i.ibb.co/nggB1mn/undine-3058u.png,8383
Zou Heavy Battle Armor (C3) (Sqd4),Zou Heavy Battle Armor,(C3) (Sqd4),Ambusher,15,290,BA,1,1.5,"4""f",2,2,0,0,1,2,"CAR4,C3S,MEC,MHQ1,RFA",https://i.ibb.co/Kqbj7nH/zou-3150.png,6370
Zou Heavy Battle Armor (C3) (Sqd5),Zou Heavy Battle Armor,(C3) (Sqd5),Ambusher,18,391,BA,1,1.5,"4""f",2,2,0,0,2,2,"CAR5,C3S,MEC,MHQ1,RFA",https://i.ibb.co/Kqbj7nH/zou-3150.png,8742
Zou Heavy Battle Armor (C3) (Sqd6),Zou Heavy Battle Armor,(C3) (Sqd6),Ambusher,18,502,BA,1,1.5,"4""f",2,2,0,0,2,2,"C3S,CAR6,MEC,MHQ1,RFA",https://i.ibb.co/Kqbj7nH/zou-3150.png,9105
Zou Heavy Battle Armor (Sqd4),Zou Heavy Battle Armor,(Sqd4),Ambusher,13,381,BA,1,1.5,"4""f",2,2,0,0,1,2,"CAR4,MEC,RFA",https://i.ibb.co/Kqbj7nH/zou-3150.png,6369
Zou Heavy Battle Armor (Sqd5),Zou Heavy Battle Armor,(Sqd5),Ambusher,16,513,BA,1,1.5,"4""f",2,2,0,0,2,2,"CAR5,MEC,RFA",https://i.ibb.co/Kqbj7nH/zou-3150.png,8741
Zou Heavy Battle Armor (Sqd6),Zou Heavy Battle Armor,(Sqd6),Ambusher,19,660,BA,1,1.5,"4""f",3,3,0,0,2,2,"CAR6,MEC,RFA",https://i.ibb.co/Kqbj7nH/zou-3150.png,9104
"Fenrir Battle Armor ""Longshot"" (Sqd4)","Fenrir Battle Armor ""Longshot""",(Sqd4),Missile Boat,20,624,BA,1,2,"8""f",2,2,2,0,1,2,"CAR4,C3S,IF2,MHQ1",https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,4162
"Fenrir Battle Armor ""Longshot"" (Sqd5)","Fenrir Battle Armor ""Longshot""",(Sqd5),Missile Boat,20,840,BA,1,2,"8""f",2,2,2,0,1,2,"CAR5,C3S,IF2,MHQ1",https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8618
"Fenrir Battle Armor ""Longshot"" (Sqd6)","Fenrir Battle Armor ""Longshot""",(Sqd6),Missile Boat,24,1080,BA,1,2,"8""f",3,3,3,0,1,2,"CAR6,C3S,IF2,MHQ1",https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8982
Fenrir Battle Armor [ERML] (Sqd4),Fenrir Battle Armor,[ERML] (Sqd4),Scout,14,368,BA,1,2,"8""f",2,2,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1038
Fenrir Battle Armor [ERML] (Sqd5),Fenrir Battle Armor,[ERML] (Sqd5),Scout,14,495,BA,1,2,"8""f",2,2,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8508
Fenrir Battle Armor [ERML] (Sqd6),Fenrir Battle Armor,[ERML] (Sqd6),Scout,17,637,BA,1,2,"8""f",3,3,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8872
Fenrir Battle Armor [MG] (Sqd4),Fenrir Battle Armor,[MG] (Sqd4),Scout,11,153,BA,1,2,"8""f",3,0,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1039
Fenrir Battle Armor [MG] (Sqd5),Fenrir Battle Armor,[MG] (Sqd5),Scout,11,206,BA,1,2,"8""f",3,0,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8509
Fenrir Battle Armor [MG] (Sqd6),Fenrir Battle Armor,[MG] (Sqd6),Scout,11,265,BA,1,2,"8""f",3,0,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8873
Fenrir Battle Armor [Mortar] (Sqd4),Fenrir Battle Armor,[Mortar] (Sqd4),Scout,14,185,BA,1,2,"8""f",2,2,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1040
Fenrir Battle Armor [Mortar] (Sqd5),Fenrir Battle Armor,[Mortar] (Sqd5),Scout,14,249,BA,1,2,"8""f",2,2,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8510
Fenrir Battle Armor [Mortar] (Sqd6),Fenrir Battle Armor,[Mortar] (Sqd6),Scout,15,320,BA,1,2,"8""f",3,2,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8874
Fenrir Battle Armor [MPL] (Sqd4),Fenrir Battle Armor,[MPL] (Sqd4),Scout,17,304,BA,1,2,"8""f",3,3,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1041
Fenrir Battle Armor [MPL] (Sqd5),Fenrir Battle Armor,[MPL] (Sqd5),Scout,17,409,BA,1,2,"8""f",3,3,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8511
Fenrir Battle Armor [MPL] (Sqd6),Fenrir Battle Armor,[MPL] (Sqd6),Scout,17,526,BA,1,2,"8""f",3,3,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8875
Fenrir Battle Armor [SL] (Sqd4),Fenrir Battle Armor,[SL] (Sqd4),Scout,12,208,BA,1,2,"8""f",4,0,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1042
Fenrir Battle Armor [SL] (Sqd5),Fenrir Battle Armor,[SL] (Sqd5),Scout,12,280,BA,1,2,"8""f",4,0,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8512
Fenrir Battle Armor [SL] (Sqd6),Fenrir Battle Armor,[SL] (Sqd6),Scout,13,360,BA,1,2,"8""f",5,0,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8876
Fenrir Battle Armor [SPL] (Sqd4),Fenrir Battle Armor,[SPL] (Sqd4),Scout,11,194,BA,1,2,"8""f",3,0,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1043
Fenrir Battle Armor [SPL] (Sqd5),Fenrir Battle Armor,[SPL] (Sqd5),Scout,11,261,BA,1,2,"8""f",3,0,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8513
Fenrir Battle Armor [SPL] (Sqd6),Fenrir Battle Armor,[SPL] (Sqd6),Scout,11,336,BA,1,2,"8""f",3,0,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8877
Fenrir Battle Armor [SRM] (Sqd4),Fenrir Battle Armor,[SRM] (Sqd4),Scout,14,266,BA,1,2,"8""f",2,2,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1044
Fenrir Battle Armor [SRM] (Sqd5),Fenrir Battle Armor,[SRM] (Sqd5),Scout,14,359,BA,1,2,"8""f",2,2,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8514
Fenrir Battle Armor [SRM] (Sqd6),Fenrir Battle Armor,[SRM] (Sqd6),Scout,17,461,BA,1,2,"8""f",3,3,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8878
Fenrir Battle Armor [VSP] (Sqd4),Fenrir Battle Armor,[VSP] (Sqd4),Scout,15,189,BA,1,2,"8""f",3,2,0,0,1,2,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,1045
Fenrir Battle Armor [VSP] (Sqd5),Fenrir Battle Armor,[VSP] (Sqd5),Scout,15,255,BA,1,2,"8""f",3,2,0,0,1,2,CAR5,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8515
Fenrir Battle Armor [VSP] (Sqd6),Fenrir Battle Armor,[VSP] (Sqd6),Scout,16,328,BA,1,2,"8""f",4,2,0,0,1,2,CAR6,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png,8879
Fenrir II Assault Battle Armor [AI] (Sqd4),Fenrir II Assault Battle Armor,[AI] (Sqd4),Juggernaut,14,344,BA,1,2,"6""f",4,0,0,0,2,2,CAR4,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,6593
Fenrir II Assault Battle Armor [AI] (Sqd5),Fenrir II Assault Battle Armor,[AI] (Sqd5),Juggernaut,17,462,BA,1,2,"6""f",4,0,0,0,3,2,CAR5,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,8773
Fenrir II Assault Battle Armor [AI] (Sqd6),Fenrir II Assault Battle Armor,[AI] (Sqd6),Juggernaut,18,592,BA,1,2,"6""f",5,0,0,0,3,2,CAR6,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,9136
Fenrir II Assault Battle Armor [LRM] (Sqd4),Fenrir II Assault Battle Armor,[LRM] (Sqd4),Missile Boat,19,464,BA,1,2,"6""f",2,2,2,0,2,2,"CAR4,IF1",https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,6591
Fenrir II Assault Battle Armor [LRM] (Sqd5),Fenrir II Assault Battle Armor,[LRM] (Sqd5),Missile Boat,22,624,BA,1,2,"6""f",2,2,2,0,3,2,"CAR5,IF1",https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,8771
Fenrir II Assault Battle Armor [LRM] (Sqd6),Fenrir II Assault Battle Armor,[LRM] (Sqd6),Missile Boat,22,802,BA,1,2,"6""f",2,2,2,0,3,2,"CAR6,IF1",https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,9134
Fenrir II Assault Battle Armor [ML] (Sqd4),Fenrir II Assault Battle Armor,[ML] (Sqd4),Juggernaut,16,456,BA,1,2,"6""f",2,2,0,0,2,2,CAR4,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,6589
Fenrir II Assault Battle Armor [ML] (Sqd5),Fenrir II Assault Battle Armor,[ML] (Sqd5),Juggernaut,19,613,BA,1,2,"6""f",2,2,0,0,3,2,CAR5,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,8769
Fenrir II Assault Battle Armor [ML] (Sqd6),Fenrir II Assault Battle Armor,[ML] (Sqd6),Juggernaut,22,789,BA,1,2,"6""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,9132
Fenrir II Assault Battle Armor [MRR] (Sqd4),Fenrir II Assault Battle Armor,[MRR] (Sqd4),Juggernaut,19,424,BA,1,2,"6""f",3,3,0,0,2,2,CAR4,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,6590
Fenrir II Assault Battle Armor [MRR] (Sqd5),Fenrir II Assault Battle Armor,[MRR] (Sqd5),Juggernaut,22,570,BA,1,2,"6""f",3,3,0,0,3,2,CAR5,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,8770
Fenrir II Assault Battle Armor [MRR] (Sqd6),Fenrir II Assault Battle Armor,[MRR] (Sqd6),Juggernaut,22,733,BA,1,2,"6""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,9133
Fenrir II Assault Battle Armor [SRM] (Sqd4),Fenrir II Assault Battle Armor,[SRM] (Sqd4),Juggernaut,16,467,BA,1,2,"6""f",2,2,0,0,2,2,CAR4,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,6592
Fenrir II Assault Battle Armor [SRM] (Sqd5),Fenrir II Assault Battle Armor,[SRM] (Sqd5),Juggernaut,19,628,BA,1,2,"6""f",2,2,0,0,3,2,CAR5,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,8772
Fenrir II Assault Battle Armor [SRM] (Sqd6),Fenrir II Assault Battle Armor,[SRM] (Sqd6),Juggernaut,22,808,BA,1,2,"6""f",3,3,0,0,3,2,CAR6,https://i.ibb.co/c84xk6b/fenrir-ii-3150.png,9135
Fusilier Battle Armor (Sqd4),Fusilier Battle Armor,(Sqd4),Juggernaut,21,348,BA,1,2,"4""j",2,2,0,0,2,2,"CAR4,STL",https://i.ibb.co/KzCxZ2Y/fusilier-3150.png,6309
Fusilier Battle Armor (Sqd5),Fusilier Battle Armor,(Sqd5),Juggernaut,25,468,BA,1,2,"4""j",2,2,0,0,3,2,"CAR5,STL",https://i.ibb.co/KzCxZ2Y/fusilier-3150.png,8734
Fusilier Battle Armor (Sqd6),Fusilier Battle Armor,(Sqd6),Juggernaut,25,602,BA,1,2,"4""j",2,2,0,0,3,2,"CAR6,STL",https://i.ibb.co/KzCxZ2Y/fusilier-3150.png,9097
Fusilier Battle Armor (Upgrade) (Sqd4),Fusilier Battle Armor,(Upgrade) (Sqd4),Juggernaut,18,382,BA,1,2,"2""j",2,2,0,0,2,2,"CAR4,HT1/1/-,RFA",https://i.ibb.co/KzCxZ2Y/fusilier-3150.png,6310
Fusilier Battle Armor (Upgrade) (Sqd5),Fusilier Battle Armor,(Upgrade) (Sqd5),Juggernaut,20,514,BA,1,2,"2""j",2,2,0,0,3,2,"CAR5,HT1/1/-,RFA",https://i.ibb.co/KzCxZ2Y/fusilier-3150.png,8735
Fusilier Battle Armor (Upgrade) (Sqd6),Fusilier Battle Armor,(Upgrade) (Sqd6),Juggernaut,20,660,BA,1,2,"2""j",2,2,0,0,3,2,"CAR6,HT1/1/-,RFA",https://i.ibb.co/KzCxZ2Y/fusilier-3150.png,9098
Golem Assault Armor (Fast Assault) (Sqd4),Golem Assault Armor,(Fast Assault) (Sqd4),Juggernaut,18,367,BA,1,2,"6""j",2,0,0,0,2,2,CAR4,https://i.ibb.co/wYp49T6/golem-3075.png,4222
Golem Assault Armor (Fast Assault) (Sqd5),Golem Assault Armor,(Fast Assault) (Sqd5),Juggernaut,22,494,BA,1,2,"6""j",2,0,0,0,3,2,CAR5,https://i.ibb.co/wYp49T6/golem-3075.png,8621
Golem Assault Armor (Fast Assault) (Sqd6),Golem Assault Armor,(Fast Assault) (Sqd6),Juggernaut,25,635,BA,1,2,"6""j",2,0,0,0,4,2,CAR6,https://i.ibb.co/wYp49T6/golem-3075.png,8985
Golem Assault Armor (Rock Golem) (Sqd4),Golem Assault Armor,(Rock Golem) (Sqd4),Juggernaut,19,545,BA,1,2,"4""f",3,3,0,0,2,2,"CAR4,FR",https://i.ibb.co/wYp49T6/golem-3075.png,4223
Golem Assault Armor (Rock Golem) (Sqd5),Golem Assault Armor,(Rock Golem) (Sqd5),Juggernaut,21,734,BA,1,2,"4""f",3,3,0,0,3,2,"CAR5,FR",https://i.ibb.co/wYp49T6/golem-3075.png,8622
Golem Assault Armor (Rock Golem) (Sqd6),Golem Assault Armor,(Rock Golem) (Sqd6),Juggernaut,23,944,BA,1,2,"4""f",3,3,0,0,4,2,"CAR6,FR",https://i.ibb.co/wYp49T6/golem-3075.png,8986
Golem Assault Armor (Sqd4),Golem Assault Armor,(Sqd4),Juggernaut,18,650,BA,1,2,"4""f",4,2,0,0,2,2,"CAR4,FR",https://i.ibb.co/wYp49T6/golem-3075.png,4224
Golem Assault Armor (Sqd5),Golem Assault Armor,(Sqd5),Juggernaut,20,875,BA,1,2,"4""f",4,2,0,0,3,2,"CAR5,FR",https://i.ibb.co/wYp49T6/golem-3075.png,8623
Golem Assault Armor (Sqd6),Golem Assault Armor,(Sqd6),Juggernaut,25,1125,BA,1,2,"4""f",5,3,0,0,4,2,"CAR6,FR",https://i.ibb.co/wYp49T6/golem-3075.png,8987
Golem Assault Armor (Support) (Sqd4),Golem Assault Armor,(Support) (Sqd4),Juggernaut,19,685,BA,1,2,"4""f",3,3,0,0,2,2,"CAR4,FR",https://i.ibb.co/wYp49T6/golem-3075.png,1228
Golem Assault Armor (Support) (Sqd5),Golem Assault Armor,(Support) (Sqd5),Juggernaut,21,922,BA,1,2,"4""f",3,3,0,0,3,2,"CAR5,FR",https://i.ibb.co/wYp49T6/golem-3075.png,8522
Golem Assault Armor (Support) (Sqd6),Golem Assault Armor,(Support) (Sqd6),Juggernaut,24,1185,BA,1,2,"4""f",4,3,0,0,4,2,"CAR6,FR",https://i.ibb.co/wYp49T6/golem-3075.png,8886
Grenadier Battle Armor (Hunter-Killer) [C3/HRR] (Sqd4),Grenadier Battle Armor (Hunter-Killer),[C3/HRR] (Sqd4),Ambusher,15,240,BA,1,2,"4""f",2,2,0,0,1,2,"CAR4,C3S,MHQ1,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,6740
Grenadier Battle Armor (Hunter-Killer) [C3/HRR] (Sqd5),Grenadier Battle Armor (Hunter-Killer),[C3/HRR] (Sqd5),Ambusher,18,323,BA,1,2,"4""f",2,2,0,0,2,2,"CAR5,C3S,MHQ1,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8795
Grenadier Battle Armor (Hunter-Killer) [C3/HRR] (Sqd6),Grenadier Battle Armor (Hunter-Killer),[C3/HRR] (Sqd6),Ambusher,18,415,BA,1,2,"4""f",2,2,0,0,2,2,"CAR6,C3S,MHQ1,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,9158
Grenadier Battle Armor (Hunter-Killer) [SRM/MagShot] (Sqd4),Grenadier Battle Armor (Hunter-Killer),[SRM/MagShot] (Sqd4),Ambusher,17,379,BA,1,2,"4""f",3,3,0,0,1,2,"CAR4,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4238
Grenadier Battle Armor (Hunter-Killer) [SRM/MagShot] (Sqd5),Grenadier Battle Armor (Hunter-Killer),[SRM/MagShot] (Sqd5),Ambusher,19,511,BA,1,2,"4""f",3,3,0,0,2,2,"CAR5,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8627
Grenadier Battle Armor (Hunter-Killer) [SRM/MagShot] (Sqd6),Grenadier Battle Armor (Hunter-Killer),[SRM/MagShot] (Sqd6),Ambusher,20,656,BA,1,2,"4""f",4,3,0,0,2,2,"CAR6,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8991
Grenadier Battle Armor (Hunter-Killer) [SRM/Narc] (Sqd4),Grenadier Battle Armor (Hunter-Killer),[SRM/Narc] (Sqd4),Ambusher,14,383,BA,1,2,"4""f",2,2,0,0,1,2,"CAR4,CNARC,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,4239
Grenadier Battle Armor (Hunter-Killer) [SRM/Narc] (Sqd5),Grenadier Battle Armor (Hunter-Killer),[SRM/Narc] (Sqd5),Ambusher,17,515,BA,1,2,"4""f",2,2,0,0,2,2,"CAR5,CNARC,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8628
Grenadier Battle Armor (Hunter-Killer) [SRM/Narc] (Sqd6),Grenadier Battle Armor (Hunter-Killer),[SRM/Narc] (Sqd6),Ambusher,20,662,BA,1,2,"4""f",3,3,0,0,2,2,"CAR6,CNARC,STL",https://i.ibb.co/Y8mTF1V/grenadier-3075.png,8992
