name,internal_name,display_name,lookup_names,short_range,medium_range,long_range,extreme_range,minimum_range,rack_size,damage,cluster_damage,cluster_size,heat,tonnage,criticals,ammo_type,weapon_class,parent_class,file_path,tech_base,bv,cost,is_lbx
Enhanced LRM 15,ISEnhancedLRM15,,"['Enhanced LRM 15', 'ISEnhancedLRM15']",7,14,21,28,3,15,15.0,0.0,0,5,9.0,6,AmmoType,LRMWeapon,EnhancedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISEnhancedLRM15.java,IS,157,218750,False
Enhanced LRM 20,ISEnhancedLRM20,,"['Enhanced LRM 20', 'ISEnhancedLRM20']",7,14,21,28,3,20,20.0,0.0,0,6,12.0,9,AmmoType,LRMWeapon,EnhancedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISEnhancedLRM20.java,IS,268,312500,False
Enhanced LRM 5,ISEnhancedLRM5,,"['Enhanced LRM 5', 'ISEnhancedLRM5']",7,14,21,28,3,5,5.0,0.0,0,2,3.0,2,AmmoType,LRMWeapon,EnhancedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISEnhancedLRM5.java,IS,52,37500,False
Extended LRM 10,ISExtendedLRM10,,"['Extended LRM 10', 'ISExtendedLRM10', 'IS Extended LRM-10', 'IS Extended LRM 10', 'ELRM-10 (THB)']",12,22,38,44,10,10,10.0,0.0,0,6,8.0,4,AmmoType,LRMWeapon,ExtendedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISExtendedLRM10.java,IS,133,200000,False
Extended LRM 15,ISExtendedLRM15,,"['Extended LRM 15', 'ISExtendedLRM15', 'IS Extended LRM-15', 'IS Extended LRM 15', 'ELRM-15 (THB)']",12,22,38,44,10,15,15.0,0.0,0,8,12.0,6,AmmoType,LRMWeapon,ExtendedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISExtendedLRM15.java,IS,200,350000,False
Extended LRM 20,ISExtendedLRM20,,"['Extended LRM 20', 'ISExtendedLRM20', 'IS Extended LRM-20', 'IS Extended LRM 20', 'ELRM-20 (THB)']",12,22,38,44,10,20,20.0,0.0,0,10,18.0,8,AmmoType,LRMWeapon,ExtendedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISExtendedLRM20.java,IS,268,500000,False
Extended LRM 5,ISExtendedLRM5,,"['Extended LRM 5', 'ISExtendedLRM5', 'IS Extended LRM-5', 'IS Extended LRM 5', 'ELRM-5 (THB)']",12,22,38,44,10,5,5.0,0.0,0,3,6.0,1,AmmoType,LRMWeapon,ExtendedLRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISExtendedLRM5.java,IS,67,60000,False
LRM 10,ISLRM10,,"['LRM 10', 'ISLRM10', 'IS LRM-10', 'IS LRM 10']",7,14,21,28,6,10,10.0,0.0,0,4,5.0,2,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM10.java,IS,90,100000,False
LRM 10 (I-OS),ISLRM10IOS,,"['LRM 10 (I-OS)', 'ISLRM10IOS', 'IS IOS LRM-10', 'ISLRM10 (IOS)', 'IS LRM 10 (IOS)']",7,14,21,28,6,10,10.0,0.0,0,4,4.5,2,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM10IOS.java,IS,18,80000,False
LRM 10 (OS),ISLRM10OS,,"['LRM 10 (OS)', 'ISLRM10OS', 'IS OS LRM-10', 'ISLRM10 (OS)', 'IS LRM 10 (OS)']",7,14,21,28,6,10,10.0,0.0,0,4,5.5,2,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM10OS.java,IS,18,50000,False
LRM 15,ISLRM15,,"['LRM 15', 'ISLRM15', 'IS LRM-15', 'IS LRM 15']",7,14,21,28,6,15,15.0,0.0,0,5,7.0,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM15.java,IS,136,175000,False
LRM 15 (I-OS),ISLRM15IOS,,"['LRM 15 (I-OS)', 'ISLRM15IOS', 'IS IOS LRM-15', 'ISLRM15 (IOS)', 'IS LRM 15 (IOS)']",7,14,21,28,6,15,15.0,0.0,0,5,6.5,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM15IOS.java,IS,27,140000,False
LRM 15 (OS),ISLRM15OS,,"['LRM 15 (OS)', 'ISLRM15OS', 'IS OS LRM-15', 'ISLRM15 (OS)', 'IS LRM 15 (OS)']",7,14,21,28,6,15,15.0,0.0,0,5,7.5,3,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM15OS.java,IS,27,87500,False
LRM 20,ISLRM20,,"['LRM 20', 'ISLRM20', 'IS LRM-20', 'IS LRM 20']",7,14,21,28,6,20,20.0,0.0,0,6,10.0,5,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM20.java,IS,181,250000,False
LRM 20 (I-OS),ISLRM20IOS,,"['LRM 20 (I-OS)', 'ISLRM20IOS', 'IS IOS LRM-20', 'ISLRM20 (IOS)', 'IS LRM 20 (IOS)']",7,14,21,28,6,20,20.0,0.0,0,6,9.5,5,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM20IOS.java,IS,36,200000,False
LRM 20 (OS),ISLRM20OS,,"['LRM 20 (OS)', 'ISLRM20OS', 'IS OS LRM-20', 'ISLRM20 (OS)', 'IS LRM 20 (OS)']",7,14,21,28,6,20,20.0,0.0,0,6,10.5,5,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM20OS.java,IS,36,125000,False
LRM 5,ISLRM5,,"['LRM 5', 'ISLRM5', 'IS LRM-5', 'IS LRM 5']",7,14,21,28,6,5,5.0,0.0,0,2,2.0,1,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM5.java,IS,45,30000,False
LRM 5 (I-OS),ISLRM5IOS,,"['LRM 5 (I-OS)', 'ISLRM5IOS', 'IS IOS LRM-5', 'ISLRM5 (IOS)', 'IS LRM 5 (IOS)']",7,14,21,28,6,5,5.0,0.0,0,2,1.5,1,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM5IOS.java,IS,9,24000,False
LRM 5 (OS),ISLRM5OS,,"['LRM 5 (OS)', 'ISLRM5OS', 'IS OS LRM-5', 'ISLRM5 (OS)', 'IS LRM 5 (OS)']",7,14,21,28,6,5,5.0,0.0,0,2,2.5,1,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRM5OS.java,IS,9,15000,False
LRT 10,ISLRT10,,"['LRT 10', 'ISLRT10', 'IS LRT-10', 'ISLRTorpedo10', 'IS LRT 10']",0,0,0,0,6,0,0.0,0.0,0,4,5.0,2,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT10.java,IS,90,100000,False
LRT 10 (I-OS),ISLRT10IOS,,"['LRT 10 (I-OS)', 'ISLRT10IOS', 'IS IOS LRT-10', 'ISLRTorpedo10 (IOS)', 'IS LRT 10 (IOS)']",0,0,0,0,6,0,0.0,0.0,0,4,4.5,2,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT10IOS.java,IS,18,80000,False
LRT 10 (OS),ISLRT10OS,,"['LRT 10 (OS)', 'ISLRT10OS', 'IS OS LRT-10', 'ISLRTorpedo10 (OS)', 'IS LRT 10 (OS)']",0,0,0,0,6,0,0.0,0.0,0,4,5.5,2,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT10OS.java,IS,18,50000,False
LRT 15,ISLRT15,,"['LRT 15', 'ISLRT15', 'IS LRT-15', 'ISLRTorpedo15', 'IS LRT 15']",0,0,0,0,6,0,0.0,0.0,0,5,7.0,3,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT15.java,IS,136,175000,False
LRT 15 (I-OS),ISLRT15IOS,,"['LRT 15 (I-OS)', 'ISLRT15IOS', 'IS IOS LRT-15', 'ISLRTorpedo15 (IOS)', 'IS LRT 15 (IOS)']",0,0,0,0,6,0,0.0,0.0,0,5,6.5,3,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT15IOS.java,IS,27,140000,False
LRT 15 (OS),ISLRT15OS,,"['LRT 15 (OS)', 'ISLRT15OS', 'IS OS LRT-15', 'ISLRTorpedo15 (OS)', 'IS LRT 15 (OS)']",0,0,0,0,6,0,0.0,0.0,0,5,7.5,3,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT15OS.java,IS,27,87500,False
LRT 20,ISLRT20,,"['LRT 20', 'ISLRT20', 'IS LRT-20', 'ISLRTorpedo20', 'IS LRT 20']",0,0,0,0,6,0,0.0,0.0,0,6,10.0,5,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT20.java,IS,181,250000,False
LRT 20 (I-OS),ISLRT20IOS,,"['LRT 20 (I-OS)', 'ISLRT20IOS', 'IS IOS LRT-20', 'ISLRTorpedo20 (IOS)', 'IS LRT 20 (IOS)']",0,0,0,0,6,0,0.0,0.0,0,6,9.5,5,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT20IOS.java,IS,36,200000,False
LRT 20 (OS),ISLRT20OS,,"['LRT 20 (OS)', 'ISLRT20OS', 'IS OS LRT-20', 'ISLRTorpedo20 (OS)', 'IS LRT 20 (OS)']",0,0,0,0,6,0,0.0,0.0,0,6,10.5,5,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT20OS.java,IS,36,125000,False
LRT 5,ISLRT5,,"['LRT 5', 'ISLRT5', 'IS LRT-5', 'ISLRTorpedo5', 'IS LRT 5']",0,0,0,0,6,0,0.0,0.0,0,2,2.0,1,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT5.java,IS,45,30000,False
LRT 5 (I-OS),ISLRT5IOS,,"['LRT 5 (I-OS)', 'ISLRT5IOS', 'IS IOS LRT-5', 'ISLRTorpedo5 (IOS)', 'IS LRT 5 (IOS)']",0,0,0,0,6,0,0.0,0.0,0,2,1.5,1,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT5IOS.java,IS,9,24000,False
LRT 5 (OS),ISLRT5OS,,"['LRT 5 (OS)', 'ISLRT5OS', 'IS OS LRT-5', 'ISLRTorpedo5 (OS)', 'IS LRT 5 (OS)']",0,0,0,0,6,0,0.0,0.0,0,2,2.5,1,AmmoType,MissileWeapon,LRTWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\ISLRT5OS.java,IS,9,15000,False
,WeaponType,,['WeaponType'],7,14,21,28,0,0,0.0,0.0,0,0,0.0,0,AmmoType,AmmoWeapon,MissileWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\LRMWeapon.java,IS,0,0,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,AmmoWeapon,MissileWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\LRTWeapon.java,IS,0,0,False
,WeaponType,,['WeaponType'],7,14,21,28,0,0,0.0,0.0,0,0,0.0,0,AmmoType,MissileWeapon,LRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\lrms\StreakLRMWeapon.java,IS,0,0,False
Heavy Machine Gun,CLHeavyMG,,"['Heavy Machine Gun', 'CLHeavyMG', 'Clan Heavy Machine Gun']",1,2,2,2,0,0,3.0,0.0,0,0,0.5,1,AmmoType,AmmoWeapon,MGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\CLHeavyMG.java,IS,6,7500,False
Heavy Machine Gun Array,CLHMGA,,"['Heavy Machine Gun Array', 'CLHMGA']",1,2,2,4,0,0,3.0,0.0,0,0,0.25,1,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\CLHeavyMGA.java,IS,0,1250,False
Light Machine Gun,CLLightMG,,"['Light Machine Gun', 'CLLightMG', 'Clan Light Machine Gun']",2,4,6,8,0,0,1.0,0.0,0,0,0.25,1,AmmoType,AmmoWeapon,MGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\CLLightMG.java,IS,5,5000,False
Light Machine Gun Array,CLLMGA,,"['Light Machine Gun Array', 'CLLMGA', 'Clan Light Machine Gun Array']",2,4,6,8,0,0,1.0,0.0,0,0,0.25,1,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\CLLightMGA.java,IS,0,1250,False
Machine Gun,CLMG,,"['Machine Gun', 'CLMG', 'Clan Machine Gun']",1,2,3,4,0,0,2.0,0.0,0,0,0.25,1,AmmoType,AmmoWeapon,MGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\CLMG.java,IS,5,5000,False
Machine Gun Array,CLMGA,,"['Machine Gun Array', 'CLMGA', 'Clan Machine Gun Array']",1,2,3,4,0,0,2.0,0.0,0,0,0.25,1,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\CLMGA.java,IS,0,1250,False
Heavy Machine Gun,ISHeavyMG,,"['Heavy Machine Gun', 'ISHeavyMG', 'IS Heavy Machine Gun']",1,2,2,2,0,0,3.0,0.0,0,0,1.0,1,AmmoType,AmmoWeapon,MGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\ISHeavyMG.java,IS,6,7500,False
Heavy Machine Gun Array,ISHMGA,,"['Heavy Machine Gun Array', 'ISHMGA', 'IS Heavy Machine Gun Array']",1,2,2,4,0,0,3.0,0.0,0,0,0.5,1,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\ISHeavyMGA.java,IS,0,1250,False
Light Machine Gun,ISLightMG,,"['Light Machine Gun', 'ISLightMG', 'IS Light Machine Gun']",2,4,6,8,0,0,1.0,0.0,0,0,0.5,1,AmmoType,AmmoWeapon,MGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\ISLightMG.java,IS,5,5000,False
Light Machine Gun Array,ISLMGA,,"['Light Machine Gun Array', 'ISLMGA', 'IS Light Machine Gun Array']",2,4,6,8,0,0,1.0,0.0,0,0,0.5,1,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\ISLightMGA.java,IS,0,1250,False
Machine Gun,ISMG,,"['Machine Gun', 'ISMG', 'IS Machine Gun', 'ISMachine Gun']",1,2,3,4,0,0,2.0,0.0,0,0,0.5,1,AmmoType,AmmoWeapon,MGWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\ISMG.java,IS,5,5000,False
Machine Gun Array,ISMGA,,"['Machine Gun Array', 'ISMGA', 'IS Machine Gun Array']",1,2,3,4,0,0,2.0,0.0,0,0,0.5,1,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\ISMGA.java,IS,0,1250,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\mgs\MGWeapon.java,IS,0,0,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,AmmoWeapon,MissileWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ATMWeapon.java,IS,0,0,False
ATM 12,CLATM12,,"['ATM 12', 'CLATM12', 'Clan ATM-12']",5,10,15,20,4,12,12.0,0.0,0,8,7.0,5,AmmoType,MissileWeapon,ATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLATM12.java,IS,212,350000,False
ATM 3,CLATM3,,"['ATM 3', 'CLATM3', 'Clan ATM-3']",5,10,15,20,4,3,3.0,0.0,0,2,1.5,2,AmmoType,MissileWeapon,ATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLATM3.java,IS,53,50000,False
ATM 6,CLATM6,,"['ATM 6', 'CLATM6', 'Clan ATM-6']",5,10,15,20,4,6,6.0,0.0,0,4,3.5,3,AmmoType,MissileWeapon,ATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLATM6.java,IS,105,125000,False
ATM 9,CLATM9,,"['ATM 9', 'CLATM9', 'Clan ATM-9']",5,10,15,20,4,9,9.0,0.0,0,6,5.0,4,AmmoType,MissileWeapon,ATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLATM9.java,IS,147,225000,False
Improved ATM 12,CLiATM12,,"['Improved ATM 12', 'CLiATM12', 'Clan iATM-12']",5,10,15,20,4,12,12.0,0.0,0,8,7.0,5,AmmoType,MissileWeapon,CLIATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLIATM12.java,IS,333,700000,False
Improved ATM 3,CLiATM3,,"['Improved ATM 3', 'CLiATM3', 'Clan iATM-3']",5,10,15,20,4,3,3.0,0.0,0,2,1.5,2,AmmoType,MissileWeapon,CLIATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLIATM3.java,IS,83,100000,False
Improved ATM 6,CLiATM6,,"['Improved ATM 6', 'CLiATM6', 'Clan iATM-6']",5,10,15,20,4,6,6.0,0.0,0,4,3.5,3,AmmoType,MissileWeapon,CLIATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLIATM6.java,IS,165,250000,False
Improved ATM 9,CLiATM9,,"['Improved ATM 9', 'CLiATM9', 'Clan iATM-9']",5,10,15,20,4,9,9.0,0.0,0,6,5.0,4,AmmoType,MissileWeapon,CLIATMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\CLIATM9.java,IS,231,450000,False
MML 3,ISMML3,,"['MML 3', 'ISMML3', 'IS MML-3']",0,0,0,0,0,0,0.0,0.0,0,2,1.5,2,AmmoType,MissileWeapon,MMLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMML3.java,IS,29,45000,False
MML 5,ISMML5,,"['MML 5', 'ISMML5', 'IS MML-5']",0,0,0,0,0,0,0.0,0.0,0,3,3.0,3,AmmoType,MissileWeapon,MMLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMML5.java,IS,45,75000,False
MML 7,ISMML7,,"['MML 7', 'ISMML7', 'IS MML-7']",0,0,0,0,0,0,0.0,0.0,0,4,4.5,4,AmmoType,MissileWeapon,MMLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMML7.java,IS,67,105000,False
MML 9,ISMML9,,"['MML 9', 'ISMML9', 'IS MML-9']",0,0,0,0,0,0,0.0,0.0,0,5,6.0,5,AmmoType,MissileWeapon,MMLWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMML9.java,IS,86,125000,False
MRM 10,ISMRM10,,"['MRM 10', 'ISMRM10', 'MRM-10', 'IS MRM 10']",3,8,15,16,0,10,10.0,0.0,0,4,3.0,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM10.java,IS,56,50000,False
MRM 10 (I-OS),ISMRM10IOS,,"['MRM 10 (I-OS)', 'ISMRM10IOS', 'IOS MRM-10', 'ISMRM10 (IOS)', 'IS MRM 10 (IOS)']",3,8,15,16,0,10,10.0,0.0,0,4,2.5,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM10IOS.java,IS,11,40000,False
MRM 10 (OS),ISMRM10OS,,"['MRM 10 (OS)', 'ISMRM10OS', 'OS MRM-10', 'ISMRM10 (OS)', 'IS MRM 10 (OS)']",3,8,15,16,0,10,10.0,0.0,0,4,3.5,2,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM10OS.java,IS,11,25000,False
MRM 20,ISMRM20,,"['MRM 20', 'ISMRM20', 'MRM-20', 'IS MRM 20']",3,8,15,16,0,20,20.0,0.0,0,6,7.0,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM20.java,IS,112,125000,False
MRM 20 (I-OS),ISMRM20IOS,,"['MRM 20 (I-OS)', 'ISMRM20IOS', 'IOS MRM-20', 'ISMRM20 (IOS)', 'IS MRM 20 (IOS)']",3,8,15,16,0,20,20.0,0.0,0,6,6.5,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM20IOS.java,IS,22,100000,False
MRM 20 (OS),ISMRM20OS,,"['MRM 20 (OS)', 'ISMRM20OS', 'OS MRM-20', 'ISMRM20 (OS)', 'IS MRM 20 (OS)']",3,8,15,16,0,20,20.0,0.0,0,6,7.5,3,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM20OS.java,IS,22,62500,False
MRM 30,ISMRM30,,"['MRM 30', 'ISMRM30', 'MRM-30', 'IS MRM 30']",3,8,15,16,0,30,30.0,0.0,0,10,10.0,5,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM30.java,IS,168,225000,False
MRM 30 (I-OS),ISMRM30IOS,,"['MRM 30 (I-OS)', 'ISMRM30IOS', 'IOS MRM-30', 'ISMRM30 (IOS)', 'IS MRM 30 (IOS)']",3,8,15,16,0,30,30.0,0.0,0,10,9.5,5,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM30IOS.java,IS,34,180000,False
MRM 30 (OS),ISMRM30OS,,"['MRM 30 (OS)', 'ISMRM30OS', 'OS MRM-30', 'ISMRM30 (OS)', 'IS MRM 30 (OS)']",3,8,15,16,0,30,30.0,0.0,0,10,10.5,5,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM30OS.java,IS,34,112500,False
MRM 40,ISMRM40,,"['MRM 40', 'ISMRM40', 'MRM-40', 'IS MRM 40']",3,8,15,16,0,40,40.0,0.0,0,12,12.0,7,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM40.java,IS,224,350000,False
MRM 40 (I-OS),ISMRM40IOS,,"['MRM 40 (I-OS)', 'ISMRM40IOS', 'IOS MRM-40', 'ISMRM40 (IOS)', 'IS MRM 40 (IOS)']",3,8,15,16,0,40,40.0,0.0,0,12,11.5,7,AmmoType,MissileWeapon,MRMWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\missiles\ISMRM40IOS.java,IS,49,280000,False
