UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,CAR,BA,PMECH,TUR,AMS,ECM2,ECM6,PRB,IF,APC,ART,STL,MHQ,,,,,,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
BattleArmor,Rottweiler Battle Armor,Rottweiler Battle Armor (Close Combat),,Rottweiler Battle Armor,(Close Combat),,14,,BattleArmor,,,,,,,,5F,1,A,2,SS,+2,6,5,14,17,CAR4 HT1/-/- RCN STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Machine Gun (Medium),4,2,1/2/3,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Shedu Assault Battle Armor,Shedu Assault Battle Armor (Capture Team),,Shedu Assault Battle Armor,(Capture Team),,14,,BattleArmor,,,,,,,,3F,2,AA,2,SS,+1,6,5,14,17,BTAS2 CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [Magshot],4,2,3/6/9,Battle Armor Taser,8,1,1/2/3,,,,,,,,,,,,,,,,,,,,,4x2,8x1,,,,,,,,,,,,,,,,,
BattleArmor,Shedu Assault Battle Armor,Shedu Assault Battle Armor (Recon),,Shedu Assault Battle Armor,(Recon),,14,,BattleArmor,,,,,,,,3F,2,AA,2,SS,+1,6,5,14,17,CAR4 LECM LMAS RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,Mortar (Light),4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Tengu Heavy Battle Armor,Tengu Heavy Battle Armor [C3i],,Tengu Heavy Battle Armor,[C3i],,14,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,6,5,14,17,CAR4 C3I LTAG MHQ2 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,TinStar BattleArmor,TinStar BattleArmor,,TinStar BattleArmor,,,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,"AM,CAR4,XMEC",CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,4,2,2/5/7,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,4x2,4x1,,,,,,,,,,,,,,,,,
BattleArmor,TinStar BattleArmor,TinStar BattleArmor (Original),,TinStar BattleArmor,(Original),,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,"AM,CAR4,XMEC",CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,4,2,2/5/7,Gauss Rifle [Magshot],4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Tornado PA(L),Tornado PA(L) P17 'Hurricane',,Tornado PA(L),P17 'Hurricane',,14,,BattleArmor,,,,,,,,3F,0,,2,SS,+1,6,5,14,17,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [Anti-personnel Gauss Rifle],4,3,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Trinity Medium Battle Armor,Trinity Medium Battle Armor (Asterion Upgrade)[MRR],,Trinity Medium Battle Armor,(Asterion Upgrade)[MRR],,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Medium),4,3,2/4/6,Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x3,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Trinity Medium Battle Armor,Trinity Medium Battle Armor (Asterion)[MRR],,Trinity Medium Battle Armor,(Asterion)[MRR],,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Medium),4,3,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Trinity Medium Battle Armor,Trinity Medium Battle Armor (Theseus)[MRR],,Trinity Medium Battle Armor,(Theseus)[MRR],,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Medium),4,3,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Achileus Light Battle Armor,Achileus Light Battle Armor [David],,Achileus Light Battle Armor,[David],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Amazon Battle Armor,Amazon Battle Armor [Support PPC],,Amazon Battle Armor,[Support PPC],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,4,2,2/5/7,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Asura Medium Battle Armor,Asura Medium Battle Armor (SRM),,Asura Medium Battle Armor,(SRM),,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Heavy),4,3,1/2/2,SRM 6 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x3,16x2,,,,,,,,,,,,,,,,,
BattleArmor,Cavalier Battle Armor,Cavalier Battle Armor [SRM],,Cavalier Battle Armor,[SRM],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 1,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Centaur Battle Armor,Centaur Battle Armor,,Centaur Battle Armor,,,15,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,15,18,ARTBA-1 CAR4 MEC RCA XMEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,ARTBA-1,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ARTBA-1",,,,Tube Artillery (BA),4,1,2/2/2,Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,4x1,4x3,,,,,,,,,,,,,,,,,
BattleArmor,Dragoon Battle Armor,Dragoon Battle Armor,,Dragoon Battle Armor,,,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Dragoon Battle Armor,Dragoon Battle Armor (Advanced),,Dragoon Battle Armor,(Advanced),,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Micro Pulse Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Fenrir Battle Armor,Fenrir Battle Armor [VSP],,Fenrir Battle Armor,[VSP],,15,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,15,18,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Small VSP Laser,4,4,2/4/6,Grenade Launcher (Heavy),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,4x4,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Heavy Suit,Gray Death Heavy Suit,,Gray Death Heavy Suit,,,15,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,15,18,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,4,2,2/5/7,SRM 4 (OS),24,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,24x2,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Infiltrator Suit,Gray Death Infiltrator Suit (Firedrake),,Gray Death Infiltrator Suit,(Firedrake),,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC PAR STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [David],4,1,3/5/8,Needler (Firedrake),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,4x1,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Infiltrator Suit,Gray Death Infiltrator Suit (Remote Sensors),,Gray Death Infiltrator Suit,(Remote Sensors),,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 LTAG MEC PAR STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Grenadier Battle Armor,Grenadier Battle Armor (Hunter-Killer) [C3/HRR],,Grenadier Battle Armor,(Hunter-Killer) [C3/HRR],,15,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,15,18,CAR4 C3S MHQ1 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,BA Recoilless Rifle (Heavy),4,3,3/5/7,Needler (Firedrake),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,4x3,4x1,,,,,,,,,,,,,,,,,
BattleArmor,IS Standard Battle Armor,IS Standard Battle Armor 'Hive',,IS Standard Battle Armor,Hive',,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 C3S MEC MHQ1,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,IS Standard Battle Armor,IS Standard Battle Armor (Fa Sure) [David],,IS Standard Battle Armor,(Fa Sure) [David],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,IS Standard Battle Armor,IS Standard Battle Armor (Fa Sure) [MG],,IS Standard Battle Armor,(Fa Sure) [MG],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,IS Standard Battle Armor,IS Standard Battle Armor [LRR],,IS Standard Battle Armor,[LRR],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Kage Light Battle Armor,Kage Light Battle Armor C,,Kage Light Battle Armor,C,,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 C3S MAS MEC MHQ1,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Kanazuchi Assault Battle Armor,Kanazuchi Assault Battle Armor (Support),,Kanazuchi Assault Battle Armor,(Support),,15,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,15,20,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 3 (OS),24,2,3/6/9,SRM 4,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,24x2,12x2,,,,,,,,,,,,,,,,,
BattleArmor,Leonidas Battle Armor,Leonidas Battle Armor (FireDrake),,Leonidas Battle Armor,(FireDrake),,15,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,15,18,AECM AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,ECM,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM, STL",,,,Needler (Firedrake),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Leonidas Battle Armor,Leonidas Battle Armor (MG),,Leonidas Battle Armor,(MG),,15,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,15,18,AECM AM CAR4 LTAG MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,ECM,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM, STL",,,,Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Leonidas Battle Armor,Leonidas Battle Armor (Sensor),,Leonidas Battle Armor,(Sensor),,15,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,15,18,AECM AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,ECM,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM, STL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Longinus Battle Armor,Longinus Battle Armor [Flamer],,Longinus Battle Armor,[Flamer],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 HT1/-/- MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Flamer [BA],4,2,1/2/3,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,8x2,,,,,,,,,,,,,,,,,
BattleArmor,Longinus Battle Armor,Longinus Battle Armor [Laser],,Longinus Battle Armor,[Laser],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Small Laser,4,3,1/2/3,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x3,8x2,,,,,,,,,,,,,,,,,
BattleArmor,Nephilim Assault Battle Armor,Nephilim Assault Battle Armor (Narc),,Nephilim Assault Battle Armor,(Narc),,15,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,15,18,CAR4 CNARC MAS,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Support PPC,4,2,2/5/7,Rocket Launcher 2,4,2,3/7/12,,,,,,,,,,,,,,,,,,,,,4x2,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Nephilim Assault Battle Armor,Nephilim Assault Battle Armor (Plasma),,Nephilim Assault Battle Armor,(Plasma),,15,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,15,18,CAR4 MAS,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Plasma Rifle (Man-Portable),4,2,2/4/6,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,16x2,,,,,,,,,,,,,,,,,
BattleArmor,Ogre Battle Armor,Ogre Battle Armor (Interdictor),,Ogre Battle Armor,(Interdictor),,15,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,15,18,CAR4 LECM MAS MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,SRM 2,8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,,,,,,,,,,,,,
BattleArmor,Oni Battle Armor,Oni Battle Armor [MRR],,Oni Battle Armor,[MRR],,15,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,15,18,AM CAR4 FR LECM MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,BA Recoilless Rifle (Medium),4,3,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Raiden Battle Armor,Raiden Battle Armor (Original),,Raiden Battle Armor,(Original),,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Small Laser,4,3,1/2/3,SRM 1 (OS),4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x3,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Se'irim Medium Battle Armor,Se'irim Medium Battle Armor,,Se'irim Medium Battle Armor,,,15,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC SRCH STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,BA Recoilless Rifle (Light),4,2,2/4/6,SRM 5 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,16x2,,,,,,,,,,,,,,,,,
BattleArmor,Se'irim Medium Battle Armor,Se'irim Medium Battle Armor (Capture Team),,Se'irim Medium Battle Armor,(Capture Team),,15,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,15,18,AM BTAS1 CAR4 MEC SRCH STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Machine Gun (Light),8,1,2/4/6,Battle Armor Taser,4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,8x1,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Simian Battle Armor,Simian Battle Armor [LRR],,Simian Battle Armor,[LRR],,15,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,15,18,AM CAR4 MEC SRCH,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Sloth Battle Armor,Sloth Battle Armor 'Huntsman',,Sloth Battle Armor,Huntsman',,15,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,15,18,CAR4 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [King David],8,1,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x1,,,,,,,,,,,,,,,,,,
BattleArmor,Tengu Heavy Battle Armor,Tengu Heavy Battle Armor [RL],,Tengu Heavy Battle Armor,[RL],,15,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,6,5,15,18,CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,Rocket Launcher 4,4,4,3/7/12,,,,,,,,,,,,,,,,,,,,,4x2,4x4,,,,,,,,,,,,,,,,,
BattleArmor,Zou Heavy Battle Armor,Zou Heavy Battle Armor (C3),,Zou Heavy Battle Armor,(C3),,15,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,15,18,CAR4 C3S MEC MHQ1 RFA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Medium),4,3,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,,,,,,,,,,,,,
BattleArmor,Angerona Scout Suit,Angerona Scout Suit,,Angerona Scout Suit,,,16,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,16,19,AM CAR4 LMAS MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Cavalier II Battle Armor,Cavalier II Battle Armor [Flamer],,Cavalier II Battle Armor,[Flamer],,16,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,6,5,16,19,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Elemental Battle Armor,Elemental Battle Armor (Space) [Flamer],,Elemental Battle Armor,(Space) [Flamer],,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,16,19,AM CAR4 HT1/-/- MEC SOA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Flamer [BA],5,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,5x2,,,,,,,,,,,,,,,,,,
BattleArmor,Fa Shih Battle Armor,Fa Shih Battle Armor (Support) [Plasma],,Fa Shih Battle Armor,(Support) [Plasma],,16,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,16,19,AM CAR4 XMEC HT1/1/-,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Plasma Rifle (Man-Portable),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Fenrir II Assault Battle Armor,Fenrir II Assault Battle Armor (Med. Laser),,Fenrir II Assault Battle Armor,(Med. Laser),,16,,BattleArmor,,,,,,,,3F,2,AA,2,SS,+1,6,5,16,19,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Laser,4,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,,,,,,,,,,,,,
BattleArmor,Fenrir II Assault Battle Armor,Fenrir II Assault Battle Armor (SRM),,Fenrir II Assault Battle Armor,(SRM),,16,,BattleArmor,,,,,,,,3F,2,AA,2,SS,+1,6,5,16,19,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 5,16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,16x2,,,,,,,,,,,,,,,,,,
BattleArmor,Fusilier Battle Armor,Fusilier Battle Armor,,Fusilier Battle Armor,,,16,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,6,5,16,19,CAR4 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [Magshot],4,2,3/6/9,Machine Gun (Light),4,1,2/4/6,,,,,,,,,,,,,,,,,,,,,4x2,4x1,,,,,,,,,,,,,,,,,
