UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Vehicle,SM2 Heavy Artillery Vehicle,SM2 Heavy Artillery Vehicle,,SM2 Heavy Artillery Vehicle,,Missile Boat,36,1028,CV,3,75,"6""t",1,0,0,0,3T,9,AAAAAAAAA,4,SSSS,+1,5,4,43,50,"AMP,ARTS-1,CASE,EE,REAR0*/-/-,SRCH",,,,,,,,,ARTS-1,,,,,,,ARTS-1,https://i.ibb.co/kyx3q8C/fensalir-3085.png,8038,"Machine Gun - 1x2 @ 1/2/3
AC/10 - 1x10 @ 5/10/15
AC/2 - 1x2 @ 8/16/24
AC/20 - 1x20 @ 3/6/9",Machine Gun,1,2,1/2/3,AC/10,1,10,5/10/15,AC/2,1,2,8/16/24,AC/20,1,20,3/6/9,,,,,,,,,,,,,1x2,1x10,1x2,1x20,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Kell Hounds, Lyran Commonwealth"
Vehicle,SM2 Heavy Artillery Vehicle (LTC),SM2 Heavy Artillery Vehicle (LTC),,SM2 Heavy Artillery Vehicle,(LTC),Sniper,36,1422,CV,3,75,"6""t",1,0,0,0,3T,9,AAAAAAAAA,4,SSSS,+1,5,4,43,50,"AMP,ARTLTC-1,CASE,EE,REAR0*/-/-,SRCH",,,,,,,,,ARTLTC-1,,,,,,,ARTLTC-1,https://i.ibb.co/kyx3q8C/fensalir-3085.png,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Kell Hounds, Lyran Commonwealth"
Vehicle,SM5 Field Commander (Prototype) Prime,SM5 Field Commander (Prototype) Prime,,SM5 Field Commander (Prototype),Prime,Striker,44,2147,CV,2,50,"22""h",4,4,0,0,11H,3,AAA,3,SSS,+4,6,5,44,53,"BRA,CASE,OMNI,SRCH,TAG,TUR(1/1/-,TAG)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/kyx3q8C/fensalir-3085.png,1055,Rotary AC/2 - 12x2 @ 6/12/18,Rotary AC/2,12,2,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,12x2,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Kell Hounds","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Kell Hounds, Lyran Commonwealth, Vesper Marches"
Vehicle,Sniper Artillery,Sniper Artillery,,Sniper Artillery,,Missile Boat,38,895,CV,4,80,"6""t",1,1,0,0,3T,6,AAAAAA,4,SSSS,+1,6,5,38,46,"AMP,ARTS-1,CASE,HTC,MHQ4,RCN,SRCH,TUR(0*/-/-)",TUR,,,,,,,,ARTS-1,,HQ,,,,,"TUR, ARTS-1, HQ",https://i.ibb.co/kyx3q8C/fensalir-3085.png,1056,Light PPC - 2x5 @ 6/12/18,Light PPC,2,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Lyran Commonwealth","Clan Wolf (in Exile), Federated Suns, Lyran Commonwealth","Clan Wolf (in Exile), Federated Suns, Lyran Commonwealth","Federated Suns, Lyran Commonwealth, Vesper Marches"
Vehicle,Şoarece Superheavy MBT,Şoarece Superheavy MBT,,Şoarece Superheavy MBT,,Juggernaut,66,2285,CV,4,175,"4""t",4,4,0,0,2T,22,AAAAAAAAAAAAAAAAAAAAAA,13,SSSSSSSSSSSSS,0,6,5,66,79,"AC3/3/-,AMP,FC,SRCH,TUR(4/4/0*,AC 3/3/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/kyx3q8C/fensalir-3085.png,8040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Kell Hounds, Lyran Commonwealth"
Vehicle,Sokar Urban Combat Tank,Sokar Urban Combat Tank,,Sokar Urban Combat Tank,,Ambusher,23,599,CV,2,50,"8""w",4,4,0,0,4W,3,AAA,3,SSS,+1,5,4,28,33,"CASE,EE,HT1/-/-,SRCH,TUR(3/3/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/kyx3q8C/fensalir-3085.png,5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth, Pirates","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth","Kell Hounds, Lyran Commonwealth, Vesper Marches"
Vehicle,Sortek Assault Craft,Sortek Assault Craft,,Sortek Assault Craft,,Striker,28,937,CV,2,45,"18""h",2,2,2,0,9H,3,AAA,2,SS,+3,6,5,28,34,"AMS,SRCH",,AMS,,,,,,,,,,,,,,AMS,https://i.ibb.co/XtMcRB4/Fortune-3067.png,4181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Sortek Assault Craft (Interdictor),Sortek Assault Craft (Interdictor),,Sortek Assault Craft,(Interdictor),Scout,30,884,CV,2,45,"20""h",1,1,1,0,10H,3,AAA,2,SS,+4,6,5,30,36,"AMS,ARS,C3S,ECM,MHQ1,SRCH",,AMS,,ECM,,,,,,,,,,,,"AMS, ECM",https://i.ibb.co/XtMcRB4/Fortune-3067.png,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Alliance,"Lyran Commonwealth, Republic of the Sphere","Lyran Commonwealth, Republic of the Sphere","Lyran Commonwealth, Republic of the Sphere","Lyran Commonwealth, Tamar Pact, Vesper Marches"
Vehicle,Sprint Scout Helicopter,Sprint Scout Helicopter,,Sprint Scout Helicopter,,Scout,12,82,CV,1,10,"26""v",0,0,0,0,13V,1,A,1,S,+4,6,5,12,14,"ATMO,ENE,PRB,RCN,SRCH,TAG",,,,,PRB,,,,,,,,,,,PRB,https://i.ibb.co/XtMcRB4/Fortune-3067.png,5737,Medium Laser - 1x5 @ 3/6/9,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Alliance,"Free Worlds League (Regulan Fiefs), Lyran Commonwealth","Free Worlds League (Regulan Fiefs), Lyran Commonwealth","Free Worlds League, Free Worlds League (Regulan Fiefs), Lyran Commonwealth","Free Worlds League, Lyran Commonwealth, Tamar Pact, Vesper Marches"
Vehicle,Sprint Scout Helicopter (C3),Sprint Scout Helicopter (C3),,Sprint Scout Helicopter,(C3),Scout,13,82,CV,1,10,"26""v",0,0,0,0,13V,1,A,1,S,+4,6,5,13,16,"ATMO,C3S,ENE,MHQ1,PRB,RCN,SRCH",,,,,PRB,,,,,,,,,,,PRB,https://i.ibb.co/9NkgG4c/fury-3050u.png,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Sprint Scout Helicopter (C3i),Sprint Scout Helicopter (C3i),,Sprint Scout Helicopter,(C3i),Scout,11,71,CV,1,10,"26""v",0,0,0,0,13V,1,A,1,S,+4,6,5,11,13,"ATMO,C3I,ENE,MHQ2,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/9NkgG4c/fury-3050u.png,1158,SRM 6 - 40x2 @ 3/6/9,SRM 6,40,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,40x2,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
Vehicle,Sprint Scout Helicopter (Interdictor),Sprint Scout Helicopter (Interdictor),,Sprint Scout Helicopter,(Interdictor),Scout,11,139,CV,1,10,"26""v",0,0,0,0,13V,1,A,1,S,+4,6,5,11,13,"ATMO,ECM,ENE,SRCH,TAG",,,,ECM,,,,,,,,,,,,ECM,https://i.ibb.co/9NkgG4c/fury-3050u.png,1159,SRM 6 - 36x2 @ 3/6/9,SRM 6,36,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,36x2,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
Vehicle,Sprint Scout Helicopter (Laser),Sprint Scout Helicopter (Laser),,Sprint Scout Helicopter,(Laser),Scout,18,220,CV,1,10,"26""v",1,1,0,0,13V,1,A,1,S,+4,6,5,18,22,"ATMO,ENE,PRB,RCN,SRCH",,,,,PRB,,,,,,,,,,,PRB,https://i.ibb.co/9NkgG4c/fury-3050u.png,4193,SRM 6 - 36x2 @ 3/6/9,SRM 6,36,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,36x2,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile",Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Vehicle,Sprint Scout Helicopter (Troop Transport),Sprint Scout Helicopter (Troop Transport),,Sprint Scout Helicopter,(Troop Transport),Scout,9,71,CV,1,10,"26""v",0,0,0,0,13V,1,A,1,S,+4,6,5,9,11,"ATMO,ENE,IT2,SRCH",,,,,,,IT2,,,,,,,,,IT2,https://i.ibb.co/9NkgG4c/fury-3050u.png,6801,Streak SRM 4 - 27x2 @ 3/6/9,Streak SRM 4,27,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,27x2,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns
Vehicle,SRM Carrier,SRM Carrier,!,SRM Carrier,,Ambusher,26,816,CV,3,60,"6""t",6,6,0,0,3T,2,AA,3,SSS,+1,6,5,26,31,"EE,SRCH,SRM6/6",,,,,,,,,,,,,,,,,https://i.ibb.co/9NkgG4c/fury-3050u.png,6802,SRM 6 - 40x2 @ 3/6/9,SRM 6,40,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,40x2,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns
Vehicle,SRM Carrier (3054 Upgrade),SRM Carrier (3054 Upgrade),!,SRM Carrier,(3054 Upgrade),Ambusher,27,794,CV,3,60,"6""t",6,6,0,0,3T,2,AA,3,SSS,+1,6,5,27,32,"EE,SNARC,SRCH,SRM5/5",,,,,,,,,,,,,,,,,https://i.ibb.co/9NkgG4c/fury-3050u.png,4194,"LRM 10 - 1x5 @ 7/14/21
SRM 6 - 4x2 @ 3/6/9",LRM 10,1,5,7/14/21,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,,,Star League General,Inner Sphere General,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Vehicle,SRM Carrier (C3),SRM Carrier (C3),!,SRM Carrier,(C3),Ambusher,32,903,CV,3,60,"6""t",6,6,0,0,3T,3,AAA,3,SSS,+1,6,5,32,38,"C3S,ECM,EE,MHQ1,SRCH,SRM5/5",,,,ECM,,,,,,,,,,,,ECM,https://i.ibb.co/9NkgG4c/fury-3050u.png,1160,"LRM 10 - 1x5 @ 7/14/21
SRM 6 - 4x2 @ 3/6/9",LRM 10,1,5,7/14/21,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,,,Star League Royal,"Capellan Confederation, Federated Suns, HW Clan General, Star League in Exile",HW Clan General,HW Clan General,"HW Clan General, IS Clan General","HW Clan General, IS Clan General","Escorpión Imperio, HW Clan General, IS Clan General, Society, Word of Blake","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Escorpión Imperio, Rasalhague Dominion, Republic of the Sphere","Clan Hell's Horses, Clan Jade Falcon, Escorpión Imperio, Rasalhague Dominion, Republic of the Sphere","Clan Hell's Horses, Escorpión Imperio, Rasalhague Dominion, Republic of the Sphere, Scorpion Empire","Clan Hell's Horses, Rasalhague Dominion, Scorpion Empire"
Vehicle,SRM Carrier (WoB),SRM Carrier (WoB),,SRM Carrier,(WoB),Ambusher,33,958,CV,3,60,"8""t",6,6,0,0,4T,2,AA,3,SSS,+1,6,5,33,40,"C3I,ECM,MHQ2,SRCH,TAG,TUR(6/6/-,TAG)",TUR,,,ECM,,,,,,,,,,,,"TUR, ECM",https://i.ibb.co/9NkgG4c/fury-3050u.png,5556,"SRM 6 - 4x2 @ 3/6/9
Rocket Launcher 10 - 6x5 @ 5/10/15",SRM 6,4,2,3/6/9,Rocket Launcher 10,6,5,5/10/15,,,,,,,,,,,,,,,,,,,,,4x2,6x5,,,,,,,Unknown,Unknown,Unknown,Unknown,"ComStar, Unique","ComStar, Unique","ComStar, Unique","Republic of the Sphere, Unique",Unknown,Unknown,Unknown
Vehicle,SRM Carrier C,SRM Carrier C,!,SRM Carrier,C,Ambusher,30,1098,CV,3,60,"8""t",6,6,0,0,4T,4,AAAA,3,SSS,+1,5,4,36,42,"CASE,CR,EE,SRCH,SRM6/6,TUR(6/6/-,SRM6/6)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/ZKG6g9k/gurzil-3145.jpg,6251,"LRM 15 - 2x5 @ 7/14/21
Streak SRM 2 - 4x2 @ 3/6/9",LRM 15,2,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,2x5,4x2,,,,,,,,,,,,,,,,,
Vehicle,Striker Light Tank,Striker Light Tank,,Striker Light Tank,,Missile Boat,20,564,CV,1,35,"10""w",2,2,1,0,5W,3,AAA,2,SS,+2,6,5,20,24,"EE,IF1,SRCH,TUR(2/2/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/q7FyKTX/heavy-lrm-carrier-3060.png,1440,"ER Medium Laser - 1x5 @ 4/8/12
LRM 15 - 2x5 @ 7/14/21",ER Medium Laser,1,5,4/8/12,LRM 15,2,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x5,2x5,,,,,,,,,,,,,,,,,
Vehicle,"Striker Light Tank ""Wet Striker""","Striker Light Tank ""Wet Striker""",,Striker Light Tank,"""Wet Striker""",Scout,20,573,CV,1,35,"12""w",2,2,0,0,6W,3,AAA,3,SSS,+2,6,5,20,24,"AMP,FC,SRCH,TUR(2/2/0*)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/q7FyKTX/heavy-lrm-carrier-3060.png,1439,LRM 15 - 2x5 @ 7/14/21,LRM 15,2,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unique,"Federated Suns, Unique",Extinct,Extinct,Extinct
Vehicle,Striker Light Tank (3053 Upgrade),Striker Light Tank (3053 Upgrade),,Striker Light Tank,(3053 Upgrade),Missile Boat,22,691,CV,1,35,"10""w",2,2,1,0,5W,4,AAAA,2,SS,+2,6,5,22,26,"IF1,SRCH,TUR(2/2/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/q7FyKTX/heavy-lrm-carrier-3060.png,1441,"LRM 10 - 1x5 @ 7/14/21
SRM 2 - 4x2 @ 3/6/9",LRM 10,1,5,7/14/21,SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,,,,,,,,,,,,,
Vehicle,Striker Light Tank (3061 Upgrade),Striker Light Tank (3061 Upgrade),,Striker Light Tank,(3061 Upgrade),Missile Boat,27,775,CV,1,35,"10""w",2,2,2,0,5W,4,AAAA,2,SS,+2,6,5,27,32,"C3S,ECM,IF1,MHQ1,SRCH,TUR(2/2/2,IF1)",TUR,,,ECM,,IF1,,,,,,,,,,"TUR, ECM, IF1",https://i.ibb.co/YRTXTRs/heavy-nlrm-carrier-proto.png,4276,"MML 5 - 2x5 @ 3/14/21
Light Machine Gun - 1x1 @ 2/4/6",MML 5,2,5,3/14/21,Light Machine Gun,1,1,2/4/6,,,,,,,,,,,,,,,,,,,,,2x5,1x1,,,,,,,,,,,,,,,,,
Vehicle,Striker Light Tank (Ammo),Striker Light Tank (Ammo),,Striker Light Tank,(Ammo),Missile Boat,22,701,CV,1,35,"10""w",2,2,1,0,5W,4,AAAA,2,SS,+2,6,5,22,26,"IF1,SRCH,TUR(2/2/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/TrrSckx/morrigu-3067.png,4674,"ER Medium Laser - 2x5 @ 4/8/12
LRM 15 - 2x5 @ 7/14/21",ER Medium Laser,2,5,4/8/12,LRM 15,2,5,7/14/21,,,,,,,,,,,,,,,,,,,,,2x5,2x5,,,,,,,,,,,,,,,,,
Vehicle,Striker Light Tank (Laser),Striker Light Tank (Laser),,Striker Light Tank,(Laser),Missile Boat,28,860,CV,1,35,"10""w",2,3,2,0,5W,4,AAAA,2,SS,+2,6,5,28,34,"ECM,IF1,SRCH,TUR(2/3/2,IF1)",TUR,,,ECM,,IF1,,,,,,,,,,"TUR, ECM, IF1",https://i.ibb.co/TrrSckx/morrigu-3067.png,5738,"LRM 10 - 1x5 @ 7/14/21
SRM 2 - 8x2 @ 3/6/9",LRM 10,1,5,7/14/21,SRM 2,8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,8x2,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Diamond Shark, Inner Sphere General","Clan Sea Fox, Inner Sphere General","Clan Sea Fox, Inner Sphere General","Clan Protectorate, Clan Sea Fox, Inner Sphere General"
Vehicle,Striker Light Tank (LRM),Striker Light Tank (LRM),,Striker Light Tank,(LRM),Missile Boat,16,605,CV,1,35,"10""w",1,1,1,0,5W,3,AAA,2,SS,+2,6,5,16,19,"EE,IF1,SRCH,TUR(1/1/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/TrrSckx/morrigu-3067.png,4673,"MML 5 - 2x5 @ 3/14/21
SRM 6 - 4x2 @ 3/6/9",MML 5,2,5,3/14/21,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,2x5,4x2,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Blood Spirit, Clan Fire Mandrill","Clan Blood Spirit, Clan Burrock, Clan Cloud Cobra, Clan Fire Mandrill, Clan Star Adder, Clan Stone Lion, Draconis Combine, Federated Suns, IS Clan General, Lyran Alliance","Inner Sphere General, IS Clan General","Inner Sphere General, IS Clan General","Inner Sphere General, IS Clan General","Inner Sphere General, IS Clan General"
Vehicle,Striker Light Tank (Narc),Striker Light Tank (Narc),,Striker Light Tank,(Narc),Missile Boat,19,621,CV,1,35,"10""w",1,1,1,0,5W,4,AAAA,2,SS,+2,6,5,19,23,"IF1,SRCH,SNARC,TUR(1/1/1,IF1,SNARC)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2440,"Ultra AC/2 - 2x2 @ 9/18/27
ER Small Laser - 2x5 @ 2/4/6",Ultra AC/2,2,2,9/18/27,ER Small Laser,2,5,2/4/6,,,,,,,,,,,,,,,,,,,,,2x2,2x5,,,,,,,,,,,,,,,,,
Vehicle,Striker Light Tank (Sealed),Striker Light Tank (Sealed),,Striker Light Tank,(Sealed),Missile Boat,19,590,CV,1,35,"10""w",2,1,1,0,5W,3,AAA,2,SS,+2,6,5,19,23,"ECM,FC,IF1,SEAL,SRCH,TUR(2/1/1,IF1)",TUR,,,ECM,,IF1,,,,,,,,,,"TUR, ECM, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2434,Machine Gun - 2x2 @ 1/2/3,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Nova Cat, Clan Wolf (in Exile), Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Nova Cat, Clan Wolf (in Exile), Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Nova Cat, Clan Wolf (in Exile), Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Protectorate, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Star League (Clan Wolf), Wolf's Dragoons"
Vehicle,Striker Light Tank (SRM),Striker Light Tank (SRM),,Striker Light Tank,(SRM),Missile Boat,20,583,CV,1,35,"10""w",2,2,1,0,5W,3,AAA,2,SS,+2,6,5,20,24,"EE,IF1,SRCH,TUR(2/2/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2435,"LRM 20 - 5x5 @ 7/14/21
Machine Gun - 2x2 @ 1/2/3",LRM 20,5,5,7/14/21,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,5x5,2x2,,,,,,,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Word of Blake","Federated Commonwealth, Federated Suns, Word of Blake","Federated Suns, Word of Blake","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns"
Vehicle,Striker Light Tank (Stealth),Striker Light Tank (Stealth),,Striker Light Tank,(Stealth),Brawler,26,684,CV,1,35,"10""w",2,2,1,0,5W,3,AAA,2,SS,+3,6,5,26,31,"CASE,ECM,IF1,SRCH,SRM2/1,STL,TUR(2/2/1, IF1, SRM2/1)",TUR,,,ECM,,IF1,,,,STL,,,,,,"TUR, ECM, IF1, STL",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2436,"Improved Heavy Gauss Rifle - 1x22 @ 6/12/19
LRM 20 - 3x5 @ 7/14/21
LRM 10 - 1x5 @ 7/14/21
ER Medium Laser - 1x7 @ 5/10/15",Improved Heavy Gauss Rifle,1,22,6/12/19,LRM 20,3,5,7/14/21,LRM 10,1,5,7/14/21,ER Medium Laser,1,7,5/10/15,,,,,,,,,,,,,1x22,3x5,1x5,1x7,,,,,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Word of Blake","Federated Commonwealth, Federated Suns, Word of Blake","Federated Suns, Word of Blake","Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns"
Vehicle,Strix Stealth VTOL,Strix Stealth VTOL,,Strix Stealth VTOL,,Scout,29,688,CV,1,30,"18""v",2,2,0,0,9V,2,AA,2,SS,+4,5,4,35,41,"ATMO,ECM,LPRB,RCN,SRCH,STL,TUR(2/2/-),WAT",TUR,,,ECM,PRB,,,,,STL,,,,,,"TUR, ECM, PRB, STL",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2437,"LRM 20 - 5x5 @ 7/14/21
Machine Gun - 2x2 @ 1/2/3",LRM 20,5,5,7/14/21,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,5x5,2x2,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons"
Vehicle,"SturmFeur ""Kalki"" Cruise Missile Launcher  ","SturmFeur ""Kalki"" Cruise Missile Launcher  ",,"SturmFeur ""Kalki"" Cruise Missile Launcher",,Missile Boat,46,803,CV,4,125,"4""t",0,0,0,0,2T,3,AAA,9,SSSSSSSSS,0,6,5,46,55,"ARTCM5-1,SRCH,TUR(0*/-/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Word of Blake",Federated Suns,Federated Suns,"Capellan Confederation, Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns"
Vehicle,SturmFeur Heavy Tank,SturmFeur Heavy Tank,!,SturmFeur Heavy Tank,,Missile Boat,36,1400,CV,4,85,"6""t",2,2,2,0,3T,10,AAAAAAAAAA,5,SSSSS,+1,6,5,36,43,"EE,IF2,LRM1/2/2,SRCH,TUR(1/1/1,LRM1/1/1,IF1)",TUR,,,,,IF2,,,,,,,,,,"TUR, IF2",https://i.ibb.co/0JYpZF4/partisan-heavy-tank-rg.png,2439,"LRM 20 - 3x5 @ 7/14/21
SRM 4 - 12x2 @ 3/6/9
Machine Gun - 3x2 @ 1/2/3",LRM 20,3,5,7/14/21,SRM 4,12,2,3/6/9,Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,3x5,12x2,3x2,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns",Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns, Republic of the Sphere","Capellan Confederation, Federated Suns"
