UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7
Vehicle,Scapha Hovertank (Primary),Scapha Hovertank (Primary),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,1,Light PPC,2,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Schildkrote Line Tank,Schildkrote Line Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,3,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,Light PPC,1,5,6/12/18,,,,,,,,,,,,,1x10,,6x1,1x5,,,
Vehicle,Schildkrote Line Tank (HPPC),Schildkrote Line Tank (HPPC),,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,2,Heavy PPC,1,15,6/12/18,SRM 2,1,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x15,1x2,,,,,
Vehicle,Schildkrote Line Tank (Light Gauss),Schildkrote Line Tank (Light Gauss),,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,1,Light Gauss Rifle,1,8,8/17/25,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,
Vehicle,Schildkrote Line Tank (Plasma),Schildkrote Line Tank (Plasma),,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,1,Plasma Rifle,1,10,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
Vehicle,Schiltron Mobile Fire-Support Platform A,Schiltron Mobile Fire-Support Platform A,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,MRM 40,8,5,3/8/15,Medium Laser,2,5,3/6/9,Small Laser,4,3,1/2/3,MRM 10,2,5,3/8/15,,,,,,,,,,,,,8x5,2x5,4x3,2x5,,,
Vehicle,Schiltron Mobile Fire-Support Platform B,Schiltron Mobile Fire-Support Platform B,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,LRM 15,12,5,7/14/21,Medium Laser,1,5,3/6/9,Small Laser,2,3,1/2/3,,,,,,,,,,,,,,,,,12x5,1x5,2x3,,,,
Vehicle,Schiltron Mobile Fire-Support Platform C,Schiltron Mobile Fire-Support Platform C,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Large Laser,4,8,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,4x8,,,,,,
Vehicle,Schiltron Mobile Fire-Support Platform D,Schiltron Mobile Fire-Support Platform D,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,LRM 15,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,3x5,,,,,,
Vehicle,Schiltron Mobile Fire-Support Platform E,Schiltron Mobile Fire-Support Platform E,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Light AC/5,3,5,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,3x5,,,,,,
Vehicle,Schiltron Mobile Fire-Support Platform F,Schiltron Mobile Fire-Support Platform F,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Schiltron Mobile Fire-Support Platform Prime,Schiltron Mobile Fire-Support Platform Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,Medium Laser,2,5,3/6/9,Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,2x5,4x3,,,,,
Vehicle,Schrek AC Carrier,Schrek AC Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,8,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,
Vehicle,Schrek AC Carrier (Lothian),Schrek AC Carrier (Lothian),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Schrek Gauss Carrier,Schrek Gauss Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,1,Light Gauss Rifle,3,8,8/17/25,,,,,,,,,,,,,,,,,,,,,,,,,3x8,,,,,,
Vehicle,Schrek IIX PPC Carrier,Schrek IIX PPC Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Light PPC,6,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,6x5,,,,,,
Vehicle,Schrek PPC Carrier,Schrek PPC Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PPC,3,10,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,3x10,,,,,,
Vehicle,Schrek PPC Carrier (Anti-Infantry),Schrek PPC Carrier (Anti-Infantry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PPC,3,10,6/12/18,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,3x10,2x2,,,,,
Vehicle,Schrek PPC Carrier (Armor),Schrek PPC Carrier (Armor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PPC,3,10,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,3x10,,,,,,
Vehicle,Schrek PPC Carrier (C3M),Schrek PPC Carrier (C3M),,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,1,PPC,2,10,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x10,,,,,,
Vehicle,Schrek PPC Carrier (LB-X),Schrek PPC Carrier (LB-X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PPC,1,10,6/12/18,LB 10-X AC (Slug),2,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),12,1,6/12/18,,,,,,,,,,,,,1x10,2x10,,12x1,,,
Vehicle,Schrek PPC Carrier (XL),Schrek PPC Carrier (XL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PPC,3,10,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,3x10,,,,,,
Vehicle,Scimitar Medium Hover Tank,Scimitar Medium Hover Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Scimitar Medium Hover Tank (C3),Scimitar Medium Hover Tank (C3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Scimitar Medium Hover Tank (Missile),Scimitar Medium Hover Tank (Missile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 2,2,2,3/6/9,LRM 15,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,2x2,1x5,,,,,
Vehicle,Scimitar Medium Hover Tank (TAG),Scimitar Medium Hover Tank (TAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 4,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
Vehicle,Scimitar Mk II HCV,Scimitar Mk II HCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,ER Small Laser,1,3,2/4/5,Small Laser,4,3,1/2/3,Machine Gun,2,2,1/2/3,SRM 4,2,2,3/6/9,,,,,,,,,,,,,1x3,4x3,2x2,2x2,,,
Vehicle,Scimitar Mk II HCV (3136 Upgrade),Scimitar Mk II HCV (3136 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,Small Laser,4,3,1/2/3,Light PPC,1,5,6/12/18,SRM 4,2,2,3/6/9,,,,,,,,,,,,,,,,,4x3,1x5,2x2,,,,
Vehicle,Scimitar Mk II HCV (BC3),Scimitar Mk II HCV (BC3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Light PPC,1,5,6/12/18,SRM 4,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,2x2,,,,,
Vehicle,Scorpion Light Tank,Scorpion Light Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Scorpion Light Tank (Armor),Scorpion Light Tank (Armor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Scorpion Light Tank (Hardened),Scorpion Light Tank (Hardened),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,1,2,1/2/3,Light AC/5,1,5,5/10/15,,,,,,,,,,,,,,,,,,,,,1x2,1x5,,,,,
Vehicle,Scorpion Light Tank (LAC),Scorpion Light Tank (LAC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Scorpion Light Tank (LRM),Scorpion Light Tank (LRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LRM 5,1,5,7/14/21,LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x5,1x5,,,,,
Vehicle,Scorpion Light Tank (ML),Scorpion Light Tank (ML),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Medium Laser,2,5,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,2x5,1x2,,,,,
Vehicle,Scorpion Light Tank (MRM),Scorpion Light Tank (MRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,1,2,1/2/3,MRM 20,2,5,3/8/15,,,,,,,,,,,,,,,,,,,,,1x2,2x5,,,,,
Vehicle,Scorpion Light Tank (Minesweeper),Scorpion Light Tank (Minesweeper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LRM 5,2,5,7/14/21,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,2x5,1x2,,,,,
Vehicle,Scorpion Light Tank (RAC),Scorpion Light Tank (RAC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Scorpion Light Tank (Rifle),Scorpion Light Tank (Rifle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Heavy Rifle,1,9,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,1x9,,,,,,
Vehicle,Scorpion Light Tank (SRM),Scorpion Light Tank (SRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,1,2,1/2/3,SRM 6,8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x2,8x2,,,,,
Vehicle,Scorpion Light Tank (Thunderbolt),Scorpion Light Tank (Thunderbolt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Scorpion Light Tank (Ultra),Scorpion Light Tank (Ultra),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Scorpion Light Tank C,Scorpion Light Tank C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan LB 5-X AC (Slug),1,5,8/15/24,-- OR --,,,,Clan LB 5-X AC (Pellet),3,1,8/15/24,,,,,,,,,,,,,,,,,1x5,,3x1,,,,
Vehicle,Scorpion Light Tank Minesweeper,Scorpion Light Tank Minesweeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LRM 5,2,5,7/14/21,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,2x5,1x2,,,,,
Vehicle,Sea Hunter Maritime Tank,Sea Hunter Maritime Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Enhanced LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Sea Skimmer Hydrofoil,Sea Skimmer Hydrofoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,3,2,1/2/3,SRM 4,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,3x2,2x2,,,,,
Vehicle,Sea Skimmer Hydrofoil (SRM2),Sea Skimmer Hydrofoil (SRM2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
Vehicle,Sea Skimmer Hydrofoil (SRM6),Sea Skimmer Hydrofoil (SRM6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,1,2,1/2/3,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x2,4x2,,,,,
Vehicle,Sea Skimmer Hydrofoil ELRM,Sea Skimmer Hydrofoil ELRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Extended LRM 10,1,5,12/22/38,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Sea Skimmer Hydrofoil Sniper,Sea Skimmer Hydrofoil Sniper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Extended LRM 5,1,5,12/22/38,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Sekhmet Assault Vehicle,Sekhmet Assault Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Clan SRM 6,8,2,3/6/9,Clan Large Pulse Laser,2,10,6/14/20,,,,,,,,,,,,,,,,,,,,,8x2,2x10,,,,,
Vehicle,Sekhmet Assault Vehicle (Streak),Sekhmet Assault Vehicle (Streak),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan Streak LRM 20,8,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,8x5,,,,,,
Vehicle,Shackleton AESV,Shackleton AESV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Shamash Reconnaissance Vehicle,Shamash Reconnaissance Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Small Laser,4,5,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,
Vehicle,Shamash Reconnaissance Vehicle (Flamer),Shamash Reconnaissance Vehicle (Flamer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Shamash Reconnaissance Vehicle (Interdictor),Shamash Reconnaissance Vehicle (Interdictor),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Clan ER Medium Laser,1,7,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x7,,,,,,
Vehicle,Shandra Advanced Scout Vehicle,Shandra Advanced Scout Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,SRM 4,2,2,3/6/9,ER Small Laser,1,3,2/4/5,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,2x2,1x3,2x2,,,,
Vehicle,Shandra Advanced Scout Vehicle (Original),Shandra Advanced Scout Vehicle (Original),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Sheriff Infantry Support Tank,Sheriff Infantry Support Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Light AC/5,2,5,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Sherpa Armored Truck,Sherpa Armored Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Sherpa Armored Truck (MASH),Sherpa Armored Truck (MASH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Sherpa Armored Truck (Mobile Canteen),Sherpa Armored Truck (Mobile Canteen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Shillelagh Missile Tank,Shillelagh Missile Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Light Machine Gun,2,1,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,2x1,,,,,,
Vehicle,Shillelagh Missile Tank (Original),Shillelagh Missile Tank (Original),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,1,2,1/2/3,LRM 15,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x2,1x5,,,,,
Vehicle,Shoden Assault Vehicle (SSRM),Shoden Assault Vehicle (SSRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan Streak SRM 6,24,2,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,24x2,,,,,,
Vehicle,Shoden Assault Vehicle LB-X,Shoden Assault Vehicle LB-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Clan ER Medium Laser,2,7,5/10/15,Clan SRM 4,4,2,3/6/9,Clan LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,Clan LB 10-X AC (Pellet),6,1,6/12/18,,,,,,,,,2x7,4x2,1x10,,6x1,,
Vehicle,Shun Transport VTOL,Shun Transport VTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Shun Transport VTOL (Support),Shun Transport VTOL (Support),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Light PPC,2,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Silverback Coastal Cutter,Silverback Coastal Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,
Vehicle,Silverfin Coastal Cutter,Silverfin Coastal Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Skadi Swift Attack VTOL,Skadi Swift Attack VTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Micro Laser,2,2,1/2/4,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Skanda Light Tank,Skanda Light Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Medium Laser,2,7,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Skanda Light Tank (TSEMP),Skanda Light Tank (TSEMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Skimmer,Skimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Small Laser,1,3,1/2/3,Flamer,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x3,1x2,,,,,
Vehicle,Skulker Wheeled Scout Tank,Skulker Wheeled Scout Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Skulker Wheeled Scout Tank (MG),Skulker Wheeled Scout Tank (MG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Skulker Wheeled Scout Tank (SRM),Skulker Wheeled Scout Tank (SRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 4,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Skulker Wheeled Scout Tank C,Skulker Wheeled Scout Tank C,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Skulker Wheeled Scout Tank MK II,Skulker Wheeled Scout Tank MK II,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,1,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Skulker Wheeled Scout Tank X-5,Skulker Wheeled Scout Tank X-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,1,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Sleipnir APC,Sleipnir APC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,2,2,1/2/3,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,2x2,2x5,,,,,
Vehicle,Sleipnir APC SRM,Sleipnir APC SRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,2,2,1/2/3,SRM 4,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,2x2,6x2,,,,,
Vehicle,Sniper Artillery,Sniper Artillery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ER Small Laser,2,3,2/4/5,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,2x3,2x2,,,,,
Vehicle,Soarece Super Heavy MBT,Soarece Super Heavy MBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Sokar Urban Combat Unit,Sokar Urban Combat Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan Heavy Flamer,2,4,2/3/4,,,,,,,,,,,,,,,,,,,,,,,,,2x4,,,,,,
Vehicle,Sortek Assault Craft,Sortek Assault Craft,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Sortek Assault Craft (Interdictor),Sortek Assault Craft (Interdictor),,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,1,Light PPC,2,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Sprint Scout Helicopter,Sprint Scout Helicopter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Sprint Scout Helicopter (Interdictor),Sprint Scout Helicopter (Interdictor),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Sprint Scout Helicopter (Laser),Sprint Scout Helicopter (Laser),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,1,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Stoat Scout Car,Stoat Scout Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Strike Falcon Attack VTOL,Strike Falcon Attack VTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 4,4,2,3/6/9,Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x2,3x2,,,,,
Vehicle,Striker Light Tank,Striker Light Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LRM 10,1,5,7/14/21,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,
Vehicle,Striker Light Tank (3053 Upgrade),Striker Light Tank (3053 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LRM 15,3,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,3x5,4x2,,,,,
Vehicle,Striker Light Tank (3061 Upgrade),Striker Light Tank (3061 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,ER Medium Laser,1,5,4/8/12,LRM 15,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x5,3x5,,,,,
